chrom	pos	type	start_ci	end_ci	nr_events_in_data	p_value	genes
chr6	31693232.792957827	OG	31574112	31812352	57.0311292218375	0.0021799346782878965	['AIF1', 'PRRC2A', 'BAG6', 'APOM', 'C6orf47', 'C6orf47-AS1', 'GPANK1', 'CSNK2B', 'LY6G5B', 'LY6G5C', 'ABHD16A', 'LY6G6F', 'LY6G6F-LY6G6D', 'LY6G6D', 'MPIG6B', 'LY6G6C', 'DDAH2', 'CLIC1', 'MSH5', 'MSH5-SAPCD1', 'RNU6-850P', 'SAPCD1', 'SAPCD1-AS1', 'VWA7', 'VARS1', 'LSM2', 'HSPA1L', 'HSPA1A', 'HSPA1B', 'SNHG32']
chr6	21517211.90118676	OG	21224484	21809939	81.31008181999104	0.000923183543714594	['CDKAL1', 'LINC00581', 'SOX4', 'CASC15']
chr6	38339583.4080468	TSG	38059700	38619466	41.110666968501675	0.004823841940130311	['ZFAND3', 'BTBD9', 'BTBD9-AS1']
chr6	13402773.530159792	OG	13296308	13509238	44.53285882800748	0.023916608339166083	['TBC1D7', 'GFOD1', 'GFOD1-AS1']
chr6	135559863.2640066	OG	135023818	136095908	59.60935275180839	0.032268904257115275	['ALDH8A1', 'HBS1L', 'MYB', 'MYB-AS1', 'AHI1', 'AHI1-DT', 'LINC02524']
chr7	91850938.36267845	OG	91452043	92249833	89.51804618638721	0.0003661172344304031	['MTERF1', 'AKAP9', 'CYP51A1', 'CYP51A1-AS1', 'LRRD1', 'KRIT1', 'ANKIB1', 'GATAD1', 'ERVW-1', 'PEX1', 'RBM48', 'FAM133B', 'CDK6']
chr7	110458627.56623442	TSG	110399105	110518149	79.22060103506571	0.0003661172344304031	['IMMP2L']
chr7	70024710.12583494	TSG	69965188	70084231	41.207374299473955	0.003104037422344722	['AUTS2']
chr7	126909191.16082464	TSG	126390050	127428332	27.78802659155009	0.014906201687523555	['GRM8', 'GRM8-AS1', 'ZNF800', 'LINC03012', 'GCC1', 'ARF5', 'FSCN3', 'PAX4', 'SND1-DT', 'SND1']
chr7	98982861.31824143	OG	98511674	99454047	81.4905484874125	0.0003661172344304031	['TRRAP', 'SMURF1', 'KPNA7', 'ARPC1A', 'ARPC1B', 'PDAP1', 'BUD31', 'PTCD1', 'ATP5MF-PTCD1', 'CPSF4', 'ATP5MF', 'ZNF789', 'ZNF394', 'ZKSCAN5', 'FAM200A', 'ZNF655', 'TMEM225B', 'ZSCAN25', 'CYP3A5', 'CYP3A7-CYP3A51P', 'CYP3A7', 'AC069294.1', 'CYP3A4', 'CYP3A43']
chr7	53484793.10018493	OG	53425271	53544314	46.16830994741926	0.010349852588705626	['RNU1-14P']
chr7	15039378.079722852	OG	14750037	15328718	46.71556322418821	0.011272556954830832	['DGKB', 'AC006150.2', 'AGMO']
chr7	142385110.21787146	OG	142325588	142444631	56.06809183055669	0.0011898810118988101	['TRBV19', 'TRBV20-1', 'TRBV23-1', 'TRBV24-1', 'MTRNR2L6', 'TRBV25-1', 'TRBV27', 'TRBV28']
chr7	68124397.63514127	OG	67621038	68627757	57.19975585221288	0.0019295367760521244	['RNU6-832P']
chr7	50623462.27807798	TSG	50414325	50832598	34.64656687163813	0.00903162695778615	['IKZF1', 'RNU6-1091P', 'FIGNL1', 'DDC', 'DDC-AS1', 'GRB10']
chr7	3806016.9246787536	TSG	3727613	3884420	28.863811294686577	0.02079225067184003	['SDK1']
chr7	69408260.33380844	TSG	69348738	69467781	44.46315666716824	0.0011898810118988101	['AUTS2']
chr7	101695482.29876308	TSG	101503243	101887721	35.43733066930726	0.007408693092954856	['CUX1']
chr7	83997744.13760476	TSG	83263445	84732042	22.679721003325234	0.03886763943195658	['SEMA3E', 'AC006322.1', 'SEMA3A', 'LINC03017', 'SEMA3D']
chr7	144326439.79746124	OG	144215742	144437137	30.13039795452731	0.007408693092954856	['TPK1']
chr7	17468927.22306259	OG	17290994	17646860	32.04785204738547	0.044165428246532336	['AHR', 'LINC02888', 'LINC02889']
chr7	47821699.75558963	OG	47722726	47920672	31.153304219720667	0.04254563256992585	['PKD1L1', 'LINC00525', 'PKD1L1-AS1']
chr7	116422090.7280871	OG	116330969	116513211	23.95913788685806	0.04733315214734033	['MET', 'CAPZA2']
chr7	104558738.14513764	OG	104401998	104715478	44.97164693024715	0.025022497750224977	['LHFPL3', 'LHFPL3-AS1', 'LHFPL3-AS2', 'RN7SL8P', 'KMT2E', 'LINC01004', 'KMT2E-AS1']
chr7	151935667.61901546	TSG	151764557	152106777	30.138060184678597	0.011795342204909945	['GALNT11', 'KMT2C']
chr7	38349556.87678118	OG	38290035	38409078	40.062717269495664	0.018876122858918296	['TRGC1', 'TARP', 'TRGV11', 'TRGV10', 'TRGV9', 'TRGV8', 'TRG-AS1', 'TRGV5', 'TRGV4', 'TRGV3', 'TRGV2', 'TRGV1']
chr8	22649633.004151072	TSG	22205917	23093348	152.32406713578024	0.0003661172344304031	['PIWIL2', 'SLC39A14', 'RNU6-336P', 'PPP3CC', 'SORBS3', 'PDLIM2', 'C8orf58', 'CCAR2', 'BIN3', 'EGR3', 'PEBP4', 'RN7SL303P', 'RHOBTB2', 'TNFRSF10B', 'CHILL1', 'TNFRSF10C', 'TNFRSF10D', 'TNFRSF10A-AS1', 'TNFRSF10A', 'TNFRSF10A-DT']
chr8	37886935.30786431	OG	37822737	37951133	475.79173729360923	0.0003661172344304031	['ADRB3', 'EIF4EBP1']
chr8	128805031.64935018	OG	128745510	128864553	302.6100172959577	0.0003661172344304031	['CASC11', 'MYC', 'PVT1']
chr8	3802213.682133446	TSG	3742692	3861735	119.64974486833849	0.0003661172344304031	['CSMD1']
chr8	114062173.80268303	OG	113390563	114733784	95.03418651676908	0.000923183543714594	['CSMD3']
chr8	37683001.49330691	TSG	37285837	38080165	48.38556095794068	0.0035443264184219876	['LINC01605', 'RNU6-607P', 'ZNF703', 'ERLIN2', 'PLPBP', 'ADGRA2', 'BRF2', 'RAB11FIP1', 'RN7SL709P', 'GOT1L1', 'ADRB3', 'EIF4EBP1', 'ASH2L', 'STAR', 'LSM1', 'BAG4']
chr8	34354777.62396324	OG	34200207	34509348	63.564294347136425	0.006842766202612966	[]
chr8	90398726.21504375	TSG	90322011	90475440	33.43486709489112	0.03133911960916584	[]
chr8	142099695.2861184	OG	142040173	142159216	43.210982314217496	0.02749820711708733	['DENND3', 'DENND3-AS1']
chr8	36986040.43630344	OG	36887446	37084634	94.67059346571992	0.000923183543714594	[]
chr8	32145180.07473581	OG	31996232	32294128	48.024424433692474	0.02066149974149872	['NRG1', 'NRG1-IT1']
chr8	101368481.37943113	OG	101295688	101441274	77.46352623553477	0.000923183543714594	['RNF19A']
chr8	128391086.18171902	OG	128331564	128450607	58.12522866447927	0.0003661172344304031	['PCAT1', 'CASC8', 'POU5F1B', 'CCAT2']
chr8	55305912.0930469	OG	55246390	55365433	80.55290766670174	0.0014569971574271143	['RN7SL250P']
chr8	69355388.95502514	OG	68482580	70228197	47.98236159221468	0.026556764613393735	['CPA6', 'PREX2', 'C8orf34-AS1', 'C8orf34', 'LINC01592']
chr8	11695555.9139129	OG	11386788	12004323	38.88027894831335	0.03627350890776973	['BLK', 'RP11-148O21.3', 'LINC00208', 'GATA4', 'C8orf49', 'NEIL2', 'FDFT1', 'CTSB', 'RP11-589N15.2', 'DEFB136', 'DEFB135', 'DEFB134', 'DEFB130B', 'ZNF705D', 'FAM66D', 'USP17L7', 'USP17L2']
chr8	36568442.7037996	TSG	36071242	37065643	91.99344286717353	0.0003661172344304031	['RN7SKP201', 'RNU6-533P', 'KCNU1']
chr8	129597486.81367138	OG	129537965	129657008	94.55763444703116	0.008178129555465506	['LINC00824', 'CCDC26']
chr8	107291271.33861305	OG	107039717	107542825	57.22417423706693	0.0033385150693563737	['ZFPM2-AS1', 'OXR1', 'OXR1-AS1']
chr9	22000911.85383211	TSG	21941390	22060433	1025.060664553371	0.0003661172344304031	['CDKN2A-DT', 'CDKN2A', 'CDKN2B-AS1', 'CDKN2B']
chr9	35752068.12011024	OG	35692546	35811589	236.12042328391857	0.0003661172344304031	['TLN1', 'CREB3', 'GBA2', 'RGP1', 'MSMP', 'NPR2', 'SPAG8']
chr9	19472627.175218374	OG	19284053	19661201	55.266192040306535	0.000923183543714594	['DENND4C', 'RPS6', 'ACER2', 'SLC24A2']
chr9	26475113.378006354	TSG	26270390	26679836	123.68500366384782	0.0003661172344304031	[]
chr9	9482830.657693459	TSG	9423309	9542352	148.50011745912346	0.0003661172344304031	['PTPRD', 'RN7SL5P']
chr9	27938322.847805914	OG	27851453	28025192	41.58096763237498	0.007252608072526081	['LINGO2']
chr9	14034686.142838424	OG	13905864	14163507	38.31285527840936	0.00834747294501319	['LINC00583', 'NFIB']
chr9	34035567.61992536	OG	33949652	34121482	107.92504606785744	0.0003661172344304031	['UBAP2', 'RN7SKP114', 'DCAF12']
chr9	30381179.84347492	OG	30245127	30517231	84.99249579029626	0.0003661172344304031	['LINC01242']
chr9	31718875.305257384	TSG	31388255	32049495	64.47461336247599	0.0003661172344304031	[]
chr9	16888355.82455764	TSG	16665363	17111348	36.14391573370428	0.02086868236253298	['BNC2', 'BNC2-AS1', 'RN7SL720P']
chr9	130543942.43399659	OG	130431066	130656818	68.92885657839334	0.0006641196345481731	['STXBP1', 'PTRH1', 'MIR3911', 'CFAP157', 'TTC16', 'TOR2A', 'SH2D3C', 'CDK9', 'FPGS', 'ENG', 'AK1', 'ST6GALNAC6']
chr9	28353635.02170182	TSG	28247759	28459510	106.4625475827539	0.0003661172344304031	['LINGO2']
chr9	8938980.864039538	OG	8556540	9321421	36.439072610693536	0.016998300169983	['PTPRD', 'PTPRD-AS1']
chr9	31922718.60681284	OG	31791758	32053678	28.078792200244514	0.03973448808965257	[]
chr9	11242776.701481901	TSG	10991477	11494076	96.28594807803944	0.0003661172344304031	[]
chr9	132222237.76529413	OG	132162716	132281759	30.612302484698194	0.02524869464273085	['LINC00963']
chr9	75035263.1305263	OG	74866852	75203674	31.837491666459677	0.024908565654491063	['GDA', 'LINC01504', 'ZFAND5', 'TMC1']
chr9	3844229.094320091	OG	3690544	3997913	76.00023107218993	0.0003661172344304031	['RFX3-DT', 'GLIS3', 'GLIS3-AS1']
chr9	12876698.56675558	OG	12739601	13013795	73.51720087163173	0.0003661172344304031	['LURAP1L-AS1', 'RN7SL849P', 'LURAP1L']
chr9	20885299.92283285	OG	20775704	20994895	40.936346222970855	0.00943329090514372	['FOCAD']
chr9	121279672.28797722	OG	120836309	121723035	32.08253660700197	0.017472463279987794	['LINC02578']
chr9	15043449.446310662	OG	14759758	15327139	58.593813107170426	0.000923183543714594	['FREM1', 'RNU6-1260P', 'TTC39B']
chr9	6723309.285608985	OG	6395784	7050834	35.52380956963343	0.016182381761823815	['UHRF2', 'GLDC', 'RN7SL25P', 'RN7SL123P', 'LINC02851', 'KDM4C']
chr9	25626507.426217183	OG	25466493	25786521	110.10805365475005	0.0003661172344304031	['TUSC1', 'LINC01241']
chr9	132559879.14938177	TSG	131864217	133255541	43.682063605428915	0.02136308108319603	['CRAT', 'AL158151.2', 'PTPA', 'IER5L', 'IER5L-AS1', 'AL158151.1', 'LINC02975', 'LINC02913', 'LINC01503', 'RN7SL159P', 'LINC00963', 'NTMT1', 'C9orf50', 'ASB6', 'PRRX2', 'PRRX2-AS1', 'PTGES', 'TOR1B', 'TOR1A', 'C9orf78', 'USP20', 'FNBP1', 'GPR107', 'GPRACR', 'NCS1', 'HMCN2']
chr10	90024825.49354361	TSG	89965303	90084347	273.56238073397657	0.0003661172344304031	['RNLS']
chr10	5147597.254133233	OG	5019539	5275654	97.24918377661906	0.0003661172344304031	['AKR1C1', 'AKR1C2', 'AKR1C3', 'AKR1C8', 'AKR1C4']
chr10	89620511.17098579	TSG	89560989	89680032	123.56925129548098	0.0003661172344304031	['ATAD1', 'CFL1P1', 'RN7SL78P', 'KLLN', 'PTEN']
chr10	63437539.49075778	OG	63080955	63794123	85.50386200829462	0.0003661172344304031	['TMEM26', 'TMEM26-AS1', 'CABCOCO1', 'LINC02625', 'ARID5B']
chr10	58466882.45105466	TSG	58218869	58714894	57.261068533563645	0.004170716948923665	[]
chr10	47417205.24003935	TSG	47184277	47650133	39.36833549028522	0.008706446428527878	['RP11-144G6.4', 'AGAP10', 'RP11-144G6.12', 'RNA5SP312', 'RP11-144G6.10', 'RN7SL453P', 'RP11-292F22.5']
chr10	76795245.0944427	OG	76654523	76935966	114.55138998556842	0.0003661172344304031	['KAT6B', 'DUSP29', 'DUSP13', 'SAMD8']
chr10	77981033.25358042	TSG	77918891	78043175	35.62009010205972	0.011096251078704445	['LRMDA', 'RN7SL518P', 'RNU6-673P']
chr10	32487667.39894646	OG	32162299	32813034	71.40363246131903	0.0003661172344304031	['ARHGAP12', 'RN7SL825P', 'KIF5B', 'EPC1', 'EPC1-AS2', 'EPC1-AS1', 'RNU6-1244P', 'CCDC7']
chr10	55563815.686251305	OG	54960117	56167514	40.323492842619146	0.00903162695778615	['PCDH15']
chr10	9089698.974610053	OG	8854728	9324669	94.80017168629908	0.0003661172344304031	['LINC02676', 'LINC00709']
chr10	61762005.796984695	OG	61702484	61821527	53.20511527628828	0.0006641196345481731	['LINC01553', 'ANK3']
chr10	77354907.27539536	TSG	77295385	77414428	35.56047075917117	0.022954160280174513	['LRMDA']
chr10	83637641.66449927	OG	83068023	84207259	65.48503328946566	0.0014569971574271143	['NRG3', 'NRG3-AS1', 'RNU6-441P']
chr10	47618026.438161016	OG	47408333	47827719	81.48119053627534	0.0003661172344304031	['RP11-292F22.5', 'RP11-292F22.7', 'ANTXRL', 'ANXA8L2', 'AL603965.1']
chr10	126405750.88370264	OG	126144906	126666594	55.68088512153683	0.0024246631940579525	['LHPP', 'FAM53B', 'FAM53B-AS1', 'EEF1AKMT2', 'ABRAXAS2', 'ZRANB1']
chr10	11920114.851883058	OG	11675709	12164520	40.476665040052346	0.004400929770036695	['ECHDC3', 'PROSER2', 'PROSER2-AS1', 'UPF2', 'RNU6-1095P', 'DHTKD1']
chr10	65538674.180330664	OG	65364015	65713333	35.867494763863945	0.02086868236253298	['REEP3']
chr10	79785990.81048593	OG	79624190	79947791	128.16009496620802	0.0003661172344304031	['DLG5', 'RN7SL284P', 'DLG5-AS1', 'POLR3A', 'RPS24', 'LINC00595']
chr10	77134214.87951076	OG	77060107	77208322	39.589035136620765	0.00903162695778615	['ZNF503-AS1', 'ZNF503', 'ZNF503-AS2', 'LRMDA']
chr11	77600518.04277287	OG	77540996	77660039	314.37966806493785	0.0003661172344304031	['AAMDC', 'INTS4']
chr11	114005008.20151141	TSG	113905767	114104248	57.75763382963523	0.0019295367760521244	['ZBTB16', 'AP000908.1']
chr11	62935116.59656066	TSG	62685002	63185230	83.91894916616616	0.0003661172344304031	['CHRM1', 'RN7SL259P', 'SLC22A6', 'SLC22A8', 'SLC22A24', 'SLC22A25', 'SLC22A10', 'SLC22A9']
chr11	100264007.81945471	OG	100071333	100456682	124.80845919482577	0.0003661172344304031	['CNTN5']
chr11	34731916.93969897	OG	34672395	34791438	173.72793830328177	0.0003661172344304031	['EHF']
chr11	46166893.071215205	TSG	45931343	46402442	60.958945671494064	0.0019295367760521244	['PEX16', 'LARGE2', 'PHF21A', 'LINC02710', 'LINC02489', 'CREB3L1', 'DGKZ', 'MDK']
chr11	80401559.90947285	TSG	80339167	80463952	77.54398492211864	0.0003661172344304031	['LINC02720']
chr11	68237263.13242476	TSG	68133516	68341009	84.68300281697834	0.0003661172344304031	['LRP5', 'PPP6R3']
chr11	88499056.72666505	OG	88179065	88819047	69.44337091437713	0.0026247375262473754	['GRM5', 'GRM5-AS1', 'RNU6-16P']
chr11	82304172.15986359	OG	81822735	82785608	134.61697120988072	0.0003661172344304031	['MIR4300HG', 'FAM181B', 'LINC02734', 'PRCP', 'DDIAS', 'RAB30', 'SNORA70E', 'RAB30-DT', 'LINC02951']
chr11	40591864.891138986	OG	40096845	41086884	57.603061369918386	0.012138843752512356	['LRRC4C', 'AC090720.1']
chr11	74228667.55149287	OG	73901946	74555388	104.03437164976222	0.0003661172344304031	['PPME1', 'RNA5SP343', 'P4HA3', 'P4HA3-AS1', 'PGM2L1', 'KCNE3', 'LIPT2', 'LIPT2-AS1', 'POLD3', 'RN7SKP297', 'CHRDL2', 'RNF169', 'AP000560.1', 'XRRA1']
chr11	102382056.98372771	OG	102318255	102445858	121.94089518347619	0.0003661172344304031	['TMEM123', 'TMEM123-DT', 'MMP7']
chr11	62128743.28943629	OG	61916375	62341111	89.33971841074941	0.0011898810118988101	['INCENP', 'SCGB1D1', 'SCGB2A1', 'SCGB1D2', 'SCGB2A2', 'SCGB1D4', 'ASRGL1', 'SCGB1A1', 'AHNAK', 'EEF1G']
chr11	64834421.6316865	TSG	64602254	65066589	46.525628746649346	0.0019295367760521244	['CDC42BPG', 'EHD1', 'MIR194-2HG', 'MIR192', 'ATG2A', 'PPP2R5B', 'GPHA2', 'MAJIN', 'BATF2', 'ARL2', 'ARL2-SNX15', 'SNX15', 'SAC3D1', 'NAALADL1', 'RN7SL114P', 'CDCA5', 'ZFPL1', 'TMEM262', 'VPS51', 'TM7SF2', 'ZNHIT2', 'FAU', 'SYVN1', 'MRPL49', 'RNU2-23P', 'SPDYC', 'CAPN1-AS1', 'CAPN1', 'POLA2']
chr11	46468618.49556894	OG	46293298	46643938	83.81974050031984	0.0011898810118988101	['LINC02489', 'CREB3L1', 'DGKZ', 'MDK', 'CHRM4', 'AMBRA1', 'HARBI1', 'ATG13']
chr11	65287955.68022891	OG	65228434	65347477	59.29188560190359	0.00834747294501319	['LINC02736', 'MALAT1', 'TALAM1', 'SCYL1', 'LTBP3', 'ZNRD2-DT', 'ZNRD2', 'FAM89B', 'EHBP1L1']
chr11	70224632.00062455	OG	70165110	70284153	418.5112801477559	0.0003661172344304031	['PPFIA1', 'CTTN-DT', 'CTTN']
chr11	91381123.09537241	OG	91183729	91578516	43.52657421882613	0.04822149364010968	['LINC02756']
chr11	13880768.284952099	OG	13513868	14247667	44.16130155295318	0.014906201687523555	['PTH', 'FAR1', 'FAR1-IT1', 'LINC02548', 'LINC02545', 'LINC02683', 'SPON1']
chr11	76419752.41012241	TSG	75846729	76992775	39.25533740317877	0.027392944158821528	['UVRAG', 'WNT11', 'LINC02761', 'THAP12', 'GVQW3', 'EMSY-DT', 'EMSY', 'LINC02757', 'LRRC32', 'TSKU', 'TSKU-AS1', 'ACER3', 'B3GNT6', 'CAPN5', 'OMP', 'MYO7A', 'GDPD4']
chr11	86534237.14166774	TSG	85972100	87096373	35.43105634510626	0.02367803420662959	['EED', 'HIKESHI', 'RN7SL225P', 'CCDC81', 'ME3', 'PRSS23', 'PRSS23-AS1', 'FZD4', 'FZD4-DT', 'TMEM135']
chr11	32303107.741744615	OG	32068934	32537280	79.05295690887066	0.0021799346782878965	['RCN1', 'WT1', 'WT1-AS']
chr11	71075152.0443438	OG	70971824	71178479	78.15400077431894	0.0050142142976337825	['DHCR7', 'NADSYN1']
chr11	70021938.40274066	TSG	69896863	70147013	55.62128132871129	0.0019295367760521244	['ANO1', 'LINC02753', 'LINC02584', 'RNU6-1175P', 'ANO1-AS1', 'FADD', 'PPFIA1', 'MIR548K']
chr11	84165317.82419018	TSG	83964212	84366423	31.956213713876775	0.04261060380448442	['DLG2']
chr11	69494241.81611447	OG	69434720	69553763	594.6144255883609	0.0003661172344304031	['CCND1', 'LTO1', 'FGF19']
chr11	67030207.011589885	OG	66919617	67140796	196.4007284841408	0.0003661172344304031	['KDM2A', 'GRK2', 'ANKRD13D', 'SSH3', 'RAD9A', 'POLD4', 'RN7SKP239', 'CLCF1']
chr11	40310758.289356455	TSG	39985637	40635878	40.36111067481684	0.012309113916194589	['LRRC4C', 'AC090720.1']
chr11	73017825.97369729	OG	72854062	73181589	107.87005864422821	0.0003661172344304031	['IUR1', 'P2RY2', 'P2RY6', 'ARHGEF17-AS1', 'ARHGEF17', 'AP002761.1', 'RELT', 'FAM168A']
chr11	72168147.34752922	TSG	72023274	72313020	92.99074508439796	0.0003661172344304031	['CLPB', 'LINC01537', 'PDE2A', 'PDE2A-AS2']
chr12	12921454.417849453	TSG	12722316	13120592	212.7441890030518	0.0003661172344304031	['CREBL2', 'GPR19', 'CDKN1B', 'APOLD1', 'DDX47', 'GPRC5A', 'GPRC5D-AS1', 'GPRC5D']
chr12	25189914.71565288	OG	25088071	25291757	155.00143835558782	0.0003661172344304031	['BCAT1', 'LINC02909', 'IRAG2', 'DNAI7']
chr12	58202162.43837209	OG	58142640	58261684	129.3905575586804	0.0003661172344304031	['TSPAN31', 'CDK4', 'MARCHF9', 'CYP27B1', 'METTL1', 'EEF1AKMT3', 'TSFM', 'AVIL', 'RNU6-1083P', 'CTDSP2']
chr12	20040652.824480146	OG	19777246	20304059	145.57000071271074	0.0003661172344304031	['AEBP2', 'RNU1-146P', 'AC087237.1', 'LINC02398', 'LINC02468']
chr12	26711340.17944623	TSG	26424357	26998322	64.21444046232759	0.0003661172344304031	['SSPN', 'ITPR2-AS1', 'RP11-612B6.1', 'ITPR2']
chr12	4318189.531200173	OG	4005734	4630644	68.20848017227304	0.000923183543714594	['PARP11-AS1', 'CCND2-AS1', 'CCND2', 'TIGAR', 'FGF23', 'FGF6', 'C12orf4']
chr12	46753907.31851689	OG	46271489	47236324	103.82632508604175	0.0003661172344304031	['ARID2', 'SCAF11', 'SLC38A1', 'SLC38A2', 'SLC38A2-AS1', 'SLC38A4-AS1', 'SLC38A4']
chr12	125196506.2013876	OG	125136984	125256027	46.9215793870304	0.016164421293719686	[]
chr12	60316840.34323168	OG	60147860	60485820	91.51508398793763	0.0003661172344304031	['SLC16A7']
chr12	24163077.42909092	TSG	24097405	24228749	88.03713958427365	0.0003661172344304031	['SOX5']
chr12	27518369.069823828	OG	27312183	27724554	85.52477736175379	0.0006641196345481731	['STK38L', 'BMAL2', 'BMAL2-AS1', 'SMCO2', 'PPFIBP1']
chr12	45659003.12664842	TSG	45348201	45969804	67.01242867160944	0.0003661172344304031	['DBX2', 'DBX2-AS1', 'ANO6']
chr12	58421678.63745026	TSG	58096081	58747275	37.86858034909861	0.011967589368230806	['OS9', 'AGAP2', 'AGAP2-AS1', 'TSPAN31', 'CDK4', 'MARCHF9', 'CYP27B1', 'METTL1', 'EEF1AKMT3', 'TSFM', 'AVIL', 'RNU6-1083P', 'CTDSP2', 'ATP23', 'GIHCG', 'RN7SKP65', 'LINC02403']
chr12	56536559.865382224	OG	56477038	56596081	57.07781623630475	0.0037443808066745777	['ERBB3', 'PA2G4', 'RPL41', 'ESYT1', 'ZC3H10', 'MYL6B-AS1', 'MYL6B', 'MYL6', 'SMARCC2', 'RN7SL770P', 'RNF41']
chr12	48156402.46430071	OG	48096880	48215924	58.470129170938385	0.005987788317942399	['RPAP3', 'RPAP3-DT', 'ENDOU', 'RAPGEF3', 'SLC48A1', 'HDAC7']
chr12	75203906.13738914	TSG	74618787	75789024	42.49178133715505	0.004170716948923665	['LINC02882', 'ATXN7L3B', 'KCNC2', 'CAPS2-AS1', 'CAPS2', 'GLIPR1L1', 'GLIPR1L2']
chr12	66150394.219265416	OG	65893626	66407162	100.6264220903829	0.0003661172344304031	['MSRB3-AS1', 'LINC02454', 'HMGA2', 'HMGA2-AS1', 'AC090673.1']
chr12	52554293.08452363	OG	52494771	52613814	60.49101250278785	0.005813750872469757	['SMIM41', 'OR7E47P', 'LINC00592', 'KRT80', 'LINC02874']
chr12	100008076.41245149	TSG	99864342	100151810	27.73453968791121	0.024386670243866704	['ANKS1B', 'GARIN6']
chr12	96004287.7529966	OG	95808950	96199624	47.13704427007704	0.025992546376430316	['RNU6-735P', 'METAP2', 'USP44', 'NTN4', 'SNRPF-DT', 'RNU6-247P', 'LINC02410']
chr12	52785312.55155618	TSG	52402269	53168355	50.88463411663765	0.003104037422344722	['TAMALIN', 'NR4A1', 'NR4A1AS', 'ATG101', 'SMIM41', 'OR7E47P', 'LINC00592', 'KRT80', 'LINC02874', 'KRT7', 'KRT7-AS', 'KRT86', 'KRT87P', 'KRT81', 'KRT83', 'KRT85', 'KRT84', 'KRT82', 'KRT75', 'KRT6B', 'KRT6C', 'KRT6A', 'KRT5', 'KRT71', 'KRT74', 'KRT72', 'KRT73-AS1', 'KRT73', 'KRT2', 'KRT1', 'KRT77', 'KRT76']
chr12	26368278.92716545	OG	26308757	26427800	75.56989557745993	0.000923183543714594	['SSPN', 'ITPR2-AS1']
chr12	6612461.792357518	OG	6495088	6729835	32.783644194855704	0.048422983788577664	['LTBR', 'CD27-AS1', 'CD27', 'TAPBPL', 'VAMP1', 'VAMP1-AS1', 'MRPL51', 'NCAPD2', 'GAPDH-DT', 'GAPDH', 'IFFO1', 'NOP2', 'CHD4', 'LPAR5']
chr12	67316261.45262283	TSG	67138260	67494262	35.833936386687505	0.028658891830531913	['GRIP1']
chr12	67764378.65786847	OG	67641689	67887067	34.07349306059549	0.03133911960916584	['CAND1', 'LINC02420', 'LINC02408']
chr12	867728.8420564901	OG	750854	984603	53.25521164898318	0.005401433540856441	['NINJ2', 'NINJ2-AS1', 'LINC02455', 'WNK1', 'RNU4ATAC16P']
chr12	69154053.60095698	OG	69094531	69213575	28.23673304918117	0.02066149974149872	['NUP107', 'SLC35E3', 'MDM2']
chr12	69563574.54395603	OG	69490369	69636779	366.614429742776	0.0003661172344304031	['CPSF6']
chr13	48999250.549161084	TSG	48939728	49058772	133.54231643468972	0.0003661172344304031	['RB1', 'LPAR6']
chr13	31024163.01520105	OG	30777977	31270348	123.06045866582693	0.0003661172344304031	['KATNAL1', 'RNU6-64P', 'LINC00427', 'LINC00426', 'LINC01058', 'UBE2L5', 'HMGB1', 'USPL1']
chr13	73919863.76118185	OG	73860342	73979385	138.07064898688765	0.0003661172344304031	[]
chr13	32786030.740632612	TSG	32621410	32950650	41.114283416523406	0.010168716066078852	['FRY', 'ZAR1L', 'BRCA2']
chr13	107296251.82574879	OG	106659218	107933285	61.94415520943442	0.0006641196345481731	['AL603632.1', 'LINC00460', 'EFNB2', 'ARGLU1', 'LINC00551', 'LINC00443', 'NALF1']
chr13	28154909.902801003	OG	27726123	28583696	84.25331229497516	0.0003661172344304031	['USP12', 'USP12-AS1', 'USP12-DT', 'LINC02340', 'LINC00412', 'RPL21', 'RASL11A', 'AL159977.1', 'LINC01079', 'RNY1P1', 'GTF3A', 'MTIF3', 'LNX2', 'POLR1D', 'GSX1', 'PLUT', 'RNU6-73P', 'PDX1', 'LINC00543', 'CDX2', 'URAD', 'RN7SL272P', 'FLT3']
chr13	51158302.24163006	TSG	50860814	51455789	64.41594450843648	0.0019295367760521244	['DLEU1', 'DLEU7', 'RNASEH2B-AS1']
chr13	55151343.104026616	OG	54542286	55760399	29.655793671083984	0.026556764613393735	['LINC00458', 'LINC02335']
chr13	72047947.2096058	OG	71624228	72471666	38.17232885218596	0.01334824024679685	['LINC00348', 'DACH1']
chr14	35880684.99288346	OG	35775195	35986174	121.63627881902474	0.0003661172344304031	['SNORA79', 'PSMA6', 'NFKBIA']
chr14	68801852.3020548	TSG	68742330	68861373	41.36009878280809	0.014158919303600366	['SNORA79', 'RAD51B']
chr14	50481197.832371294	OG	50417150	50545244	126.33392742343828	0.0003661172344304031	['SNORA79', 'LINC01588', 'RN7SKP193']
chr14	27027740.245508395	OG	26800466	27255014	90.54242475315614	0.0003661172344304031	['SNORA79', 'NOVA1', 'NOVA1-DT', 'LINC02294']
chr14	69061705.7342567	OG	69002184	69121227	39.071803533239766	0.016015155241232634	['SNORA79', 'RAD51B']
chr14	37935576.062859766	OG	37812674	38058477	124.64442054337343	0.0003661172344304031	['SNORA79', 'MIPOL1', 'RNU6-886P']
